key,lor,year,month,hour,weekday,ac_category,ac_type,is_car,latitude,longitude,district_LOR3,district_LOR2,district,distance_to_CC
114571-2018-11401032,11401032,2018,8,11,4,seriously_injured,other,True,52.510612965259625,13.504985938409133,114010,1140,11,6.809445339635133
114572-2018-1100310,01100310,2018,6,4,7,light_injured,turn_in,False,52.516606455307425,13.408514016676415,011003,0110,01,0.34414301569737366
114573-2018-2500727,02500727,2018,6,17,1,light_injured,other,False,52.517062151838545,13.453786448493855,025007,0250,02,3.2749597086691153
114574-2018-7601236,07601236,2018,8,6,3,light_injured,other,True,52.41362772810628,13.361936412671383,076012,0760,07,12.113939506722774
114581-2018-1100310,01100310,2018,7,14,4,light_injured,other,True,52.51699270656672,13.408935465710323,011003,0110,01,0.3281699300973899
114582-2018-2500727,02500727,2018,5,18,5,light_injured,other,True,52.51594044112319,13.453739635987423,025007,0250,02,3.2831183857707735
114584-2018-9100202,09100202,2018,11,18,3,light_injured,other,False,52.487615979780685,13.463682091512501,091002,0910,09,5.276870058948416
114588-2018-1100206,01100206,2018,8,23,4,light_injured,turn_in,True,52.517745323008135,13.39975755534271,011002,0110,01,0.43098989813345906
114592-2018-6300527,06300527,2018,12,12,5,light_injured,other,False,52.438299343333725,13.27156991067468,063005,0630,06,12.805395871898575
114594-2018-3300517,03300517,2018,9,12,2,light_injured,other,True,52.56811940427783,13.476431473807871,033005,0330,03,7.261248677263901
114595-2018-3400826,03400826,2018,6,16,7,seriously_injured,turn_in,True,52.558629068899414,13.413550199752391,034008,0340,03,4.423980881839179
114596-2018-11401032,11401032,2018,7,10,5,light_injured,other,False,52.51065255916565,13.504480983351748,114010,1140,11,6.7748830172697545
114602-2018-3701657,03701657,2018,8,3,1,light_injured,other,True,52.53902605090578,13.424319230562372,037016,0370,03,2.54703163743998
114606-2018-2500729,02500729,2018,10,18,2,light_injured,turn_in,True,52.51387236016372,13.473789729272474,025007,0250,02,4.661974006275355
114609-2018-2500833,02500833,2018,9,15,3,light_injured,other,False,52.51362099904994,13.453332534448421,025008,0250,02,3.2941802798755035
114610-2018-2500727,02500727,2018,8,20,3,light_injured,other,True,52.51731019973178,13.453692827891201,025007,0250,02,3.26675201317595
114611-2018-4300621,04300621,2018,6,12,3,seriously_injured,other,True,52.5113992986815,13.305147025885349,043006,0430,04,6.878327075469361
114615-2018-3601142,03601142,2018,4,22,6,light_injured,other,False,52.545674704247816,13.413028252834271,036011,0360,03,2.9919957394492207
114616-2018-2500728,02500728,2018,12,13,6,light_injured,other,True,52.514392504120735,13.467211197797951,025007,0250,02,4.211633457737648
114618-2018-3500936,03500936,2018,7,11,1,light_injured,other,True,52.54751587654471,13.448953019551556,035009,0350,03,4.310670361978229
114619-2018-7200410,07200410,2018,4,15,2,light_injured,other,True,52.485579903795546,13.355347972739915,072004,0720,07,5.063752284561261
114620-2018-3601142,03601142,2018,7,16,4,seriously_injured,other,False,52.54488185917538,13.412824074116015,036011,0360,03,2.9026957822783173
114621-2018-3200205,03200205,2018,3,16,2,light_injured,other,True,52.5922146246539,13.40251882461282,032002,0320,03,8.131653809364343
114635-2018-6300629,06300629,2018,12,7,3,light_injured,other,False,52.4479203386844,13.300088267359419,063006,0630,06,10.690826726865398
114636-2018-11100101,11100101,2018,9,11,3,light_injured,other,False,52.57734513528065,13.483391972960575,111001,1110,11,8.349630325105428
114639-2018-3601449,03601449,2018,7,10,3,seriously_injured,other,True,52.541003216164015,13.438412802773202,036014,0360,03,3.2931175036842375
114646-2018-2500727,02500727,2018,10,22,6,light_injured,other,True,52.515856141880384,13.454213370094392,025007,0250,02,3.3161176911951253
114647-2018-3601452,03601452,2018,8,16,3,light_injured,turn_in,True,52.527873201389305,13.44588279436125,036014,0360,03,2.8966486505331765
114648-2018-2400521,02400521,2018,4,12,3,seriously_injured,other,False,52.51852462119723,13.429320275457808,024005,0240,02,1.6073237169029155
114650-2018-11401032,11401032,2018,5,8,4,light_injured,other,True,52.51021787883527,13.513434360345709,114010,1140,11,7.3836247971446545
114652-2018-7501030,07501030,2018,12,16,3,light_injured,other,True,52.446048783610614,13.385623103241818,075010,0750,07,8.249217052451073
114654-2018-9200613,09200613,2018,8,8,6,light_injured,other,False,52.456486126445,13.509953955003215,092006,0920,09,9.941434363673778
114655-2018-9100305,09100305,2018,6,12,6,light_injured,other,True,52.46781541448271,13.493105866234043,091003,0910,09,8.241430006036936
114656-2018-7501029,07501029,2018,7,22,4,light_injured,other,False,52.43809019006523,13.380623033195839,075010,0750,07,9.180707821615018
114657-2018-12100204,12100204,2018,5,18,4,light_injured,other,True,52.56836891381403,13.361855016300831,121002,1210,12,6.230032412145346
114660-2018-1100310,01100310,2018,9,20,5,light_injured,other,False,52.525423032532444,13.41986444119677,011003,0110,01,1.189078551582016
114666-2018-1100206,01100206,2018,8,23,5,seriously_injured,other,True,52.51738420617992,13.393879827666328,011002,0110,01,0.8241710014191348
114668-2018-4200310,04200310,2018,10,13,7,light_injured,other,True,52.50921397093647,13.269794689671848,042003,0420,04,9.29023773743754
114669-2018-1100310,01100310,2018,8,11,4,light_injured,other,True,52.51669535855763,13.409116329880526,011003,0110,01,0.3610903436897157
114670-2018-2100101,02100101,2018,4,7,5,seriously_injured,other,True,52.49924727116797,13.382625248215227,021001,0210,02,2.712790138077561
114677-2018-2400625,02400625,2018,7,20,5,light_injured,other,True,52.50518692644075,13.44869668951005,024006,0240,02,3.309728608139905
114680-2018-10100206,10100206,2018,11,20,4,light_injured,other,True,52.55770982545773,13.554422588665684,101002,1010,10,10.966904960197928
114684-2018-3601451,03601451,2018,8,13,7,light_injured,turn_in,False,52.53722329847707,13.434479327781292,036014,0360,03,2.803979483972684
114687-2018-1100206,01100206,2018,5,10,6,seriously_injured,other,False,52.51614334970884,13.376659469927445,011002,0110,01,1.9974818629241438
114689-2018-7501133,07501133,2018,2,16,2,light_injured,other,True,52.437654389045946,13.38809611635488,075011,0750,07,9.148375516326922
114691-2018-10400940,10400940,2018,9,18,2,light_injured,other,True,52.50489337565235,13.613553485507381,104009,1040,10,14.202955230358254
114692-2018-11300722,11300722,2018,8,0,7,light_injured,other,False,52.512816062097556,13.484280899639707,113007,1130,11,5.383436943690639
114693-2018-2200208,02200208,2018,6,9,3,light_injured,turn_in,False,52.49662367041348,13.389479247536599,022002,0220,02,2.7384781646820615
114702-2018-12100204,12100204,2018,7,18,2,light_injured,other,True,52.564709271793575,13.3639461270554,121002,1210,12,5.804919835505056
114704-2018-3300517,03300517,2018,5,14,1,seriously_injured,other,True,52.56807880528302,13.476345340111934,033005,0330,03,7.253997262699387
114709-2018-3601142,03601142,2018,8,8,2,light_injured,turn_in,False,52.542914221532314,13.412104744222779,036011,0360,03,2.678686355253131
114714-2018-3701660,03701660,2018,8,15,6,light_injured,other,False,52.532284340492154,13.428737687235023,037016,0370,03,2.1409365043709205
114717-2018-6300526,06300526,2018,12,11,2,light_injured,other,True,52.43481520605536,13.262169036432377,063005,0630,06,13.533656912972997
114720-2018-2200208,02200208,2018,6,15,4,light_injured,other,False,52.49748434196298,13.389265348008546,022002,0220,02,2.65708352528309
114722-2018-12100103,12100103,2018,5,14,2,light_injured,other,True,52.57170690849085,13.360117318654517,121001,1210,12,6.6130795286327055
114725-2018-12100101,12100101,2018,8,13,5,seriously_injured,other,True,52.56055303071117,13.364783084025836,121001,1210,12,5.376385838378261
114729-2018-3701660,03701660,2018,8,8,3,seriously_injured,other,False,52.53305234805146,13.429178493919519,037016,0370,03,2.2214860538064065
114736-2018-11300722,11300722,2018,8,5,5,light_injured,other,False,52.51304069893669,13.482054629785335,113007,1130,11,5.230321216563919
114741-2018-7200410,07200410,2018,6,14,7,light_injured,other,True,52.4854542330033,13.354705404788813,072004,0720,07,5.1035704124080405
114742-2018-1100102,01100102,2018,5,13,3,light_injured,other,True,52.50741709085721,13.368927986548238,011001,0110,01,2.8158883649789033
114745-2018-1100310,01100310,2018,2,19,1,light_injured,other,True,52.52489860505055,13.41987895501492,011003,0110,01,1.1566945423490729
114747-2018-1100310,01100310,2018,4,15,4,light_injured,other,True,52.52200440001379,13.416384430735777,011003,0110,01,0.7932748425037867
114751-2018-1100310,01100310,2018,2,12,6,light_injured,turn_in,True,52.52031905431215,13.405172028687321,011003,0110,01,0.13275300320334288
114753-2018-12100204,12100204,2018,9,11,7,light_injured,other,False,52.56533568631418,13.363616349184616,121002,1210,12,5.876695584127153
114754-2018-3601141,03601141,2018,8,7,6,light_injured,turn_in,True,52.5507765207104,13.41376075219248,036011,0360,03,3.5603326055723055
114756-2018-3200205,03200205,2018,3,11,1,light_injured,other,True,52.5945450391071,13.403080316779366,032002,0320,03,8.390010303359448
114757-2018-3701660,03701660,2018,6,5,7,light_injured,other,True,52.53237310674055,13.428383179012545,037016,0370,03,2.130203377927407
114758-2018-3500936,03500936,2018,6,18,2,seriously_injured,other,False,52.54713953993875,13.448082033382786,035009,0350,03,4.239778987277066
114762-2018-3601449,03601449,2018,12,19,7,light_injured,other,True,52.54108118977344,13.43898625232908,036014,0360,03,3.3258608280506965
114763-2018-4300414,04300414,2018,9,17,6,light_injured,other,True,52.51124603693768,13.299913425511708,043004,0430,04,7.233011994852744
114765-2018-10300733,10300733,2018,2,15,6,light_injured,other,True,52.50905533925148,13.553046331999944,103007,1030,10,10.068531209858815
114767-2018-1300836,01300836,2018,6,8,2,seriously_injured,other,False,52.54314561494384,13.369664293787858,013008,0130,01,3.6179874484104526
114770-2018-1100102,01100102,2018,8,9,5,light_injured,turn_in,True,52.51582536841525,13.36975069095571,011001,0110,01,2.466137913412229
114775-2018-4300621,04300621,2018,2,17,6,light_injured,other,True,52.511255025520555,13.302955613749619,043006,0430,04,7.027944861254142
114776-2018-3400828,03400828,2018,11,16,3,seriously_injured,other,True,52.55855659107504,13.428701795461482,034008,0340,03,4.653786490525659
114777-2018-9100101,09100101,2018,9,11,1,seriously_injured,other,True,52.49230742567583,13.461129655856972,091001,0910,09,4.807839489442969
114782-2018-1100310,01100310,2018,8,12,5,light_injured,other,False,52.525453211853254,13.419900432019842,011003,0110,01,1.1930259406971642
114783-2018-6300527,06300527,2018,5,10,6,light_injured,other,True,52.441469300216305,13.281122494326535,063005,0630,06,12.097277148707716
114789-2018-4200311,04200311,2018,3,10,4,seriously_injured,other,False,52.510054761955956,13.281227535998696,042003,0420,04,8.508382111909608
114793-2018-11300722,11300722,2018,11,14,7,light_injured,other,True,52.51343561556122,13.476741511310317,113007,1130,11,4.866966616600564
114794-2018-7400824,07400824,2018,9,14,2,seriously_injured,other,False,52.46744170957562,13.385491800259041,074008,0740,07,5.916397781947922
114798-2018-3601142,03601142,2018,10,18,3,light_injured,other,True,52.541425558830674,13.412348683123225,036011,0360,03,2.5183263183347617
114799-2018-1100310,01100310,2018,6,9,5,light_injured,other,False,52.52271066768011,13.416859366822855,011003,0110,01,0.8561986631065117
114800-2018-2400625,02400625,2018,8,22,6,light_injured,other,False,52.50305914107399,13.447118152371377,024006,0240,02,3.336554895540576
114802-2018-7400824,07400824,2018,4,13,7,light_injured,other,True,52.46374887648137,13.385584869751904,074008,0740,07,6.315511654942679
114803-2018-11300722,11300722,2018,6,14,6,light_injured,other,True,52.51280562803821,13.484384382950134,113007,1130,11,5.390554214441371
114804-2018-1100104,01100104,2018,12,15,6,light_injured,other,True,52.50214179648547,13.36487660295157,011001,0110,01,3.3551595364608477
114806-2018-2500727,02500727,2018,9,15,3,light_injured,other,False,52.515884410585706,13.453755271836139,025007,0250,02,3.28486247570687
114817-2018-1100205,01100205,2018,5,11,2,light_injured,other,True,52.51012674830381,13.386094169652642,011002,0110,01,1.6663360949110275
114821-2018-12100103,12100103,2018,9,16,4,light_injured,other,False,52.5692032600361,13.361407429551832,121001,1210,12,6.326127571798074
114823-2018-4200310,04200310,2018,6,14,5,light_injured,turn_in,True,52.50916937998029,13.269083361153067,042003,0420,04,9.338780517310388
114824-2018-6300524,06300524,2018,7,15,3,light_injured,other,True,52.43321238966749,13.24019483908937,063005,0630,06,14.761023950362564
114826-2018-6400838,06400838,2018,11,9,7,light_injured,other,False,52.43032600169406,13.22677116237614,064008,0640,06,15.667999066839581
114830-2018-2500833,02500833,2018,10,18,5,light_injured,turn_in,False,52.51164038889465,13.45244890272404,025008,0250,02,3.2845015669962465
114833-2018-3601347,03601347,2018,4,9,4,light_injured,other,True,52.54061767247712,13.414505110480171,036013,0360,03,2.4614708204119737
114835-2018-2400521,02400521,2018,3,8,5,light_injured,other,True,52.51764210503167,13.436527470753436,024005,0240,02,2.101838397746032
114838-2018-1100102,01100102,2018,2,11,5,light_injured,turn_in,True,52.51370226196209,13.337355085576151,011001,0110,01,4.676881944982023
114842-2018-10400940,10400940,2018,6,18,6,light_injured,other,True,52.50501988941589,13.59868158627672,104009,1040,10,13.198386833505051
114847-2018-1100310,01100310,2018,5,11,5,light_injured,other,True,52.519843658389476,13.404265016298792,011003,0110,01,0.12141469916654807
114848-2018-3601452,03601452,2018,4,19,3,light_injured,turn_in,True,52.528966088917024,13.444695503522242,036014,0360,03,2.864861120827742
114849-2018-4300414,04300414,2018,12,9,6,seriously_injured,other,False,52.51115230674337,13.301380126609846,043004,0430,04,7.13549751151086
114855-2018-1100102,01100102,2018,5,22,5,seriously_injured,other,False,52.51598963251676,13.372244189114504,011001,0110,01,2.2960572305990894
114865-2018-7200410,07200410,2018,5,12,5,light_injured,other,True,52.48568034317215,13.3551782491873,072004,0720,07,5.063303385084659
114868-2018-1100310,01100310,2018,9,18,2,light_injured,other,True,52.515637215291605,13.407845277820455,011003,0110,01,0.4194919725722345
114869-2018-3200204,03200204,2018,6,15,1,light_injured,turn_in,False,52.63199212443038,13.381590010283475,032002,0320,03,12.660893120664742
114871-2018-11300725,11300725,2018,5,18,6,light_injured,turn_in,False,52.51170518959405,13.493568967137698,113007,1130,11,6.024937775730482
114875-2018-4300414,04300414,2018,7,17,6,light_injured,other,True,52.51103609313204,13.29963919244031,043004,0430,04,7.254383355123417
114877-2018-2500728,02500728,2018,5,8,6,seriously_injured,turn_in,True,52.514805858443374,13.463194472024176,025007,0250,02,3.9353350122668553
114880-2018-3701660,03701660,2018,11,17,5,light_injured,other,False,52.53212465964731,13.428549508424465,037016,0370,03,2.1194843579012472
114886-2018-7501133,07501133,2018,4,17,6,light_injured,other,False,52.43022763619248,13.392453690119336,075011,0750,07,9.937210947820272
114892-2018-2500729,02500729,2018,7,0,6,light_injured,other,True,52.514352363935195,13.467595222964905,025007,0250,02,4.238059953675254
114900-2018-2500727,02500727,2018,4,13,1,light_injured,other,True,52.5183721259218,13.452502403850657,025007,0250,02,3.180604035208823
114901-2018-11300722,11300722,2018,5,7,2,light_injured,other,False,52.513561956875165,13.476975533860548,113007,1130,11,4.880894271270997
114902-2018-2500834,02500834,2018,10,17,3,light_injured,other,True,52.509464489724664,13.451454940538365,025008,0250,02,3.29066092963618
114903-2018-7400720,07400720,2018,2,17,5,seriously_injured,other,True,52.48316918607403,13.385822664711792,074007,0740,07,4.226030511346539
114908-2018-2500727,02500727,2018,7,14,3,light_injured,other,False,52.51756247343881,13.453597610942227,025007,0250,02,3.2586357941648294
114910-2018-1100206,01100206,2018,6,9,5,light_injured,other,False,52.51672988402218,13.386644047545913,011002,0110,01,1.3193119921263496
114912-2018-3200206,03200206,2018,4,12,1,light_injured,other,True,52.576844959341955,13.398435277183879,032002,0320,03,6.437251161755613
114917-2018-4300621,04300621,2018,4,16,3,light_injured,other,True,52.51201854526714,13.314660679730624,043006,0430,04,6.228906850945438
114922-2018-2500833,02500833,2018,2,11,4,light_injured,turn_in,True,52.51268446477359,13.452910695979435,025008,0250,02,3.287364930278055
